1	3963117911
2	371253166
3	92632366
4	37105720
5	19593543
6	12019578
7	8085023
8	5783639
9	4332810
10	3364671
11	2700024
12	2217174
13	1858362
14	1589638
15	1384800
16	1226486
17	1106062
18	1011815
19	939684
20	886048
21	854432
22	841245
23	845819
24	879609
25	933547
26	1019490
27	1146346
28	1313368
29	1525138
30	1793868
31	2110142
32	2472371
33	2887408
34	3334061
35	3812481
36	4291549
37	4773237
38	5215545
39	5613048
40	5937499
41	6188983
42	6343767
43	6391002
44	6340062
45	6180553
46	5935878
47	5618088
48	5236462
49	4816125
50	4373324
51	3917946
52	3469039
53	3038720
54	2635867
55	2277858
56	1958604
57	1684540
58	1450257
59	1261390
60	1113451
61	1003976
62	929687
63	885544
64	869477
65	878575
66	915355
67	971559
68	1045762
69	1134219
70	1237185
71	1357826
72	1485512
73	1621076
74	1766928
75	1919372
76	2071475
77	2222636
78	2377044
79	2520566
80	2662756
81	2792135
82	2907303
83	3004489
84	3091005
85	3150051
86	3193459
87	3225807
88	3228842
89	3213435
90	3181861
91	3133449
92	3073832
93	2995837
94	2906356
95	2812171
96	2714783
97	2623128
98	2529355
99	2441646
100	2362480
101	2296475
102	2239095
103	2197474
104	2177597
105	2168837
106	2184448
107	2217741
108	2272789
109	2351184
110	2435839
111	2551700
112	2682980
113	2828374
114	2992057
115	3168453
116	3355017
117	3558541
118	3759117
119	3967215
120	4182504
121	4384514
122	4586899
123	4780247
124	4970022
125	5142587
126	5301765
127	5442352
128	5567555
129	5659486
130	5737363
131	5795685
132	5823800
133	5829173
134	5799145
135	5757211
136	5687006
137	5591630
138	5466243
139	5322190
140	5163818
141	4983762
142	4793484
143	4587985
144	4379163
145	4162308
146	3940263
147	3717031
148	3495103
149	3271150
150	3050328
151	2833003
152	2626587
153	2423354
154	2234697
155	2051359
156	1877787
157	1719154
158	1567208
159	1430864
160	1301900
161	1187661
162	1080304
163	986190
164	899069
165	822227
166	753648
167	693644
168	637177
169	589632
170	545403
171	509675
172	477544
173	452093
174	427484
175	405409
176	387184
177	370788
178	357029
179	343904
180	331693
181	322004
182	312820
183	302545
184	295158
185	286243
186	280748
187	272832
188	267197
189	260307
190	255719
191	250237
192	245858
193	242370
194	237793
195	233952
196	230857
197	228242
198	225377
199	222066
200	220815
201	218555
202	217832
203	217322
204	215652
205	215873
206	214897
207	214318
208	214646
209	215679
210	216108
211	216940
212	217612
213	219035
214	219070
215	220644
216	221838
217	222588
218	221957
219	222675
220	223301
221	223756
222	224424
223	226095
224	226500
225	225938
226	226817
227	228896
228	228026
229	228866
230	228995
231	228859
232	231036
233	230650
234	231361
235	232414
236	232327
237	234562
238	234192
239	234931
240	236175
241	239252
242	240041
243	241725
244	242659
245	244625
246	246859
247	248624
248	249659
249	252228
250	254113
251	256842
252	258495
253	261443
254	263421
255	265418
256	267844
257	268043
258	269857
259	270413
260	273101
261	273113
262	274469
263	275157
264	274366
265	275226
266	275212
267	274689
268	273682
269	273651
270	269895
271	268397
272	265906
273	263349
274	261344
275	258470
276	254672
277	251589
278	248796
279	244004
280	240002
281	236845
282	231086
283	226954
284	221850
285	216103
286	211811
287	206575
288	201232
289	196487
290	191706
291	187037
292	181946
293	177244
294	173070
295	167681
296	162906
297	158545
298	153961
299	149419
300	144278
301	140811
302	136372
303	132638
304	129532
305	124586
306	122241
307	119131
308	115425
309	112563
310	110485
311	107426
312	104534
313	102595
314	100262
315	97919
316	96355
317	94228
318	92327
319	90442
320	88255
321	86645
322	85125
323	84112
324	82650
325	81385
326	80208
327	79802
328	78976
329	77374
330	76367
331	75633
332	75517
333	74471
334	73302
335	72393
336	72633
337	71136
338	70422
339	69838
340	69255
341	69164
342	69079
343	68690
344	68443
345	67856
346	68010
347	67550
348	67091
349	67173
350	66900
351	66375
352	66053
353	65883
